Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
1.202468259776341029e+02,1.803702150580668331e+02,2.197028684354850958e-04,5.858742946475315339e-04,2.674351670650324309e+00,4.011521478744583646e+00,4.882281946677266560e-06,1.301943911662909077e-05
1.229211776482844272e+02,1.843817365368114167e+02,2.245851503821623624e-04,5.988937337641606247e-04,2.674446453171469784e+00,4.011671609419011020e+00,4.882281387927713857e-06,1.301940922605882012e-05
1.255956241014558969e+02,1.883934081462304277e+02,2.294674317700900763e-04,6.119131429902194448e-04,2.674541236693883661e+00,4.011806482145402697e+00,4.882280829069984883e-06,1.301942587144202558e-05
1.282701653381497806e+02,1.924052146283758304e+02,2.343497125991600611e-04,6.249325688616614704e-04,2.674636021217452253e+00,4.011956624786790826e+00,4.882280269882035032e-06,1.301944251374642213e-05
1.309448013593672329e+02,1.964171712531626213e+02,2.392319928690420962e-04,6.379520113754078925e-04,2.674738441108814868e+00,4.012106760094440006e+00,4.882302988056029611e-06,1.301941261763468576e-05
1.336195398004760477e+02,2.004292780132570613e+02,2.441142958570981258e-04,6.509714239930425783e-04,2.674840855956233554e+00,4.012241637417190532e+00,4.882279151511962918e-06,1.301942925565897739e-05
1.362943806564322813e+02,2.044415196506742518e+02,2.489965750086100887e-04,6.639908532487015557e-04,2.674912749638082232e+00,4.012391785250770226e+00,4.882278591999457146e-06,1.301944589082672157e-05
1.389692934060703635e+02,2.084539114359250220e+02,2.538788536006095459e-04,6.770102991395282772e-04,2.675030432198184371e+00,4.012526655873330128e+00,4.882278032378747998e-06,1.301941598895255906e-05
1.416443238382685479e+02,2.124664380917983522e+02,2.587611316329882939e-04,6.900297151284808363e-04,2.675117593829355656e+00,4.012676806911457561e+00,4.882300749887449019e-06,1.301943261961902108e-05
1.443194414320979035e+02,2.164791148987098097e+02,2.636434323828757429e-04,7.030491477480998574e-04,2.675204749695353712e+00,4.012811679968649514e+00,4.882276913143238604e-06,1.301940271445528076e-05
1.469946461817932573e+02,2.204919265786784592e+02,2.685257092960189815e-04,7.160685504625551381e-04,2.675322439151699427e+00,4.012961844650334342e+00,4.882299629986239491e-06,1.301946587298837173e-05
1.496699686209449567e+02,2.245048884233287936e+02,2.734080089260052210e-04,7.290880163355435099e-04,2.675394333934718816e+00,4.013111980001895063e+00,4.882275793252979518e-06,1.301938943178398544e-05
1.523453629548796755e+02,2.285180004033306886e+02,2.782902847192582005e-04,7.421074057673274953e-04,2.675512022134228118e+00,4.013246878346393487e+00,4.882275233313352301e-06,1.301945258438291265e-05
1.550208749770139036e+02,2.325312472816770821e+02,2.831725599525715528e-04,7.551268583517104080e-04,2.675583925786270356e+00,4.013397027155008345e+00,4.882297949269042130e-06,1.301942267165144117e-05
1.576964589028001740e+02,2.365446443088320905e+02,2.880548579018405949e-04,7.681462810233618491e-04,2.675701612604342472e+00,4.013531917867254606e+00,4.882274112774035585e-06,1.301943928738247616e-05
1.603721605154045164e+02,2.405581762266993451e+02,2.929371320146146305e-04,7.811657203107443253e-04,2.675788781493309898e+00,4.013682069507325423e+00,4.882296828508060280e-06,1.301940937136261949e-05
1.630479492968978263e+02,2.445718582962066705e+02,2.978194288431226908e-04,7.941851296821069448e-04,2.675875947602094129e+00,4.013816963026300755e+00,4.882296267908533410e-06,1.301942598281539271e-05
1.657238252444999205e+02,2.485856752592329713e+02,3.027017251110312242e-04,8.072045556649223375e-04,2.675978374164401430e+00,4.013967129240967324e+00,4.882272430986080158e-06,1.301944259119076647e-05
1.683998036186643219e+02,2.525996423884739386e+02,3.075839975420173044e-04,8.202239982561131040e-04,2.676080809614319378e+00,4.014117297442481913e+00,4.882295146276557744e-06,1.301945919715444093e-05
1.710758844282786413e+02,2.566137596859164205e+02,3.124662926882938621e-04,8.332434574532675449e-04,2.676167974646602943e+00,4.014236899995125896e+00,4.882271309587099539e-06,1.301938274643108483e-05
1.737520524029252442e+02,2.606279965859115464e+02,3.173485639978809616e-04,8.462628401996986297e-04,2.676270412297924395e+00,4.014402342531013801e+00,4.882294024211985412e-06,1.301939934866326067e-05
1.764283228152231686e+02,2.646423989284425602e+02,3.222308580220929470e-04,8.592822395483618904e-04,2.676357583301012255e+00,4.014537268428284733e+00,4.882293463071658499e-06,1.301950899944856552e-05
1.791046803985241809e+02,2.686569361968708449e+02,3.271131514851646055e-04,8.723017485478104559e-04,2.676460014818843547e+00,4.014672146134671493e+00,4.882269626176635562e-06,1.301943254379404110e-05
1.817811404133430244e+02,2.726716083430055164e+02,3.319954211113412411e-04,8.853211810916044970e-04,2.676547191917222790e+00,4.014837569107442050e+00,4.882292340358136955e-06,1.301935608914088580e-05
1.844576876052602472e+02,2.766864459121129585e+02,3.368777134516993781e-04,8.983405371807453828e-04,2.676649629741660874e+00,4.014972500343958473e+00,4.882291778671317937e-06,1.301946572992767823e-05
1.871343372350019081e+02,2.807014184124569169e+02,3.417600052303706960e-04,9.113600029106730610e-04,2.676752068678922569e+00,4.015107381154166433e+00,4.882291217098340148e-06,1.301938927176561102e-05
1.898110893036808307e+02,2.847165257936110834e+02,3.466422964474690361e-04,9.243793921824386721e-04,2.676839240097734773e+00,4.015272862102278850e+00,4.882267380447262699e-06,1.301949890441991137e-05
1.924879285437785654e+02,2.887317986557133622e+02,3.515245638279162988e-04,9.373988910868585834e-04,2.676941685528277048e+00,4.015377199160752753e+00,4.882290093741561456e-06,1.301942244319302146e-05
1.951648702293068425e+02,2.927471758548741150e+02,3.564068539216578603e-04,9.504183135300516049e-04,2.677028863353427823e+00,4.015542656844729663e+00,4.882289531400209586e-06,1.301943902523073921e-05
1.978418990926602703e+02,2.967627185117188446e+02,3.612891434530580699e-04,9.634377525552823441e-04,2.677131306444550773e+00,4.015708089153633864e+00,4.882288969616625524e-06,1.301936256291834609e-05
2.005190303991048211e+02,3.007784266008724785e+02,3.661714324226746954e-04,9.764571151182006902e-04,2.677218486197659786e+00,4.015812484038349339e+00,4.882288407280965716e-06,1.301947218173193834e-05
2.031962488853024809e+02,3.047942390849108278e+02,3.710537208299556611e-04,9.894765872999326285e-04,2.677320931365585466e+00,4.015977919177771582e+00,4.882287844837102531e-06,1.301939571613365369e-05
2.058735698166680663e+02,3.088102170040885994e+02,3.759360086747927637e-04,1.002495983016066282e-03,2.677423377646476865e+00,4.016112836287845766e+00,4.882287282729070969e-06,1.301941228939833273e-05
2.085509931943145432e+02,3.128263298403764452e+02,3.808182959575218346e-04,1.015515395305464615e-03,2.677510560365846004e+00,4.016278303754631906e+00,4.882286719847027476e-06,1.301942885936508559e-05
2.112285037546803892e+02,3.168426081441310771e+02,3.857005826773688621e-04,1.028534824164829701e-03,2.677597738998230170e+00,4.016413224440043450e+00,4.882262883461742191e-06,1.301944542670004611e-05
2.139061014936786194e+02,3.208590213685711205e+02,3.905828455608306043e-04,1.041554269591529747e-03,2.677715463096319581e+00,4.016548146515560802e+00,4.882308868707247330e-06,1.301946199118073598e-05
2.165838169567749389e+02,3.248755695150866813e+02,3.954651544295378516e-04,1.054573731582710483e-03,2.677787378907567017e+00,4.016683039416136580e+00,4.882285031661791341e-06,1.301938551979140227e-05
2.192616043356825060e+02,3.288922525545028179e+02,4.003474394611996430e-04,1.067593117102501885e-03,2.677905090115274334e+00,4.016848545020593519e+00,4.882261195293040139e-06,1.301949511257048143e-05
2.219395094257977803e+02,3.329091010995234114e+02,4.052297006564926831e-04,1.080612612215072366e-03,2.677992282829819715e+00,4.016952889798005799e+00,4.882283905925947822e-06,1.301941863811805974e-05
2.246175017086276000e+02,3.369260539893214172e+02,4.101119845624186309e-04,1.093632030853190426e-03,2.678079476620609967e+00,4.017148919390081119e+00,4.882306616109833176e-06,1.301943519360659364e-05
2.272955811852482100e+02,3.409432029087114984e+02,4.149942911785284641e-04,1.106651466046797020e-03,2.678181925983324163e+00,4.017253265457782163e+00,4.882282779308322676e-06,1.301935871807040346e-05
2.299737631112315341e+02,3.449604561741692805e+02,4.198765739578367868e-04,1.119670824764867423e-03,2.678284387096795172e+00,4.017418779751380953e+00,4.882305489048715131e-06,1.301946829701311134e-05
2.326520474983283293e+02,3.489778749539206615e+02,4.247588794468855019e-04,1.132690293061880535e-03,2.678371573216054458e+00,4.017553679601917338e+00,4.882281652258263493e-06,1.301939181841426686e-05
2.353304190715443838e+02,3.529954286335225788e+02,4.296411610991437654e-04,1.145709684880294801e-03,2.678458760038012088e+00,4.017688646069814240e+00,4.882257815700427432e-06,1.301950138900623277e-05
2.380088778315823959e+02,3.570131172795923931e+02,4.345234189148441928e-04,1.158729186269301034e-03,2.678576489748365930e+00,4.017854101292414271e+00,4.882280525224846814e-06,1.301942490734538452e-05
2.406874543213307618e+02,3.610309713808848073e+02,4.394056994400690397e-04,1.171748611176646419e-03,2.678648424276701689e+00,4.017989004244952866e+00,4.882303233856317287e-06,1.301934842579946169e-05
2.433661027456074635e+02,3.650489603851297602e+02,4.442880026739253569e-04,1.184767959602445880e-03,2.678766145139434229e+00,4.018123976049707835e+00,4.882279397309756928e-06,1.301945798706512052e-05
2.460448688907468977e+02,3.690670843611794680e+02,4.491702820712351139e-04,1.197787417589511001e-03,2.678853347288566056e+00,4.018258915699334466e+00,4.882302105719670687e-06,1.301947452215092109e-05
2.487237222380354638e+02,3.730853432768788025e+02,4.540525841769547846e-04,1.210806892111661922e-03,2.678940538817784045e+00,4.018424376630264305e+00,4.882278268962178796e-06,1.301939803590194608e-05
2.514026627768532478e+02,3.771037676535090668e+02,4.589348624459169633e-04,1.223826290147563868e-03,2.679043008736584852e+00,4.018559319108987893e+00,4.882300976928708076e-06,1.301941456748295471e-05
2.540817057855898327e+02,3.811223269726180547e+02,4.638171634228456714e-04,1.236845704715046823e-03,2.679145468009977549e+00,4.018694262977646758e+00,4.882277140182220837e-06,1.301943109665508296e-05
2.567608512535998102e+02,3.851410212355957015e+02,4.686994405630278923e-04,1.249865135811701906e-03,2.679247928209576912e+00,4.018859764353976516e+00,4.882253303668511804e-06,1.301944762253123659e-05
2.594400991818093871e+02,3.891598809999496780e+02,4.735816938666964041e-04,1.262884583434233142e-03,2.679335147633651104e+00,4.018964118756514381e+00,4.882322555006520046e-06,1.301937113236026865e-05
2.621194343294430382e+02,3.931788451187061924e+02,4.784640164217029241e-04,1.275903954566593411e-03,2.679422331551450043e+00,4.019129659858663217e+00,4.882252174467124461e-06,1.301948066738129600e-05
2.647988566609944883e+02,3.971979747785648556e+02,4.833462685961700486e-04,1.288923435233974707e-03,2.679509553128070820e+00,4.019295130121236070e+00,4.882321425129078438e-06,1.301940417392779756e-05
2.674783662141225591e+02,4.012172699086860916e+02,4.882285900212991270e-04,1.301942839407902505e-03,2.679627271077606565e+00,4.019430081781990793e+00,4.882251044833357291e-06,1.301942069081721623e-05
2.701579934852001657e+02,4.052366999904680824e+02,4.931108410661324843e-04,1.314962260098719721e-03,2.679714495104690286e+00,4.019565034832226047e+00,4.882320294597375029e-06,1.301943720507657727e-05
2.728377079803048559e+02,4.092562650253003085e+02,4.979931613607298593e-04,1.327981697303796298e-03,2.679801682130914742e+00,4.019699989271884988e+00,4.882249914988983849e-06,1.301945371648426976e-05
2.755175096624357707e+02,4.132759650145721935e+02,5.028754112757188432e-04,1.341001151020280568e-03,2.679919441383958656e+00,4.019834906342282466e+00,4.882319163633237584e-06,1.301937721866685757e-05
2.781974291038197293e+02,4.172957999209144759e+02,5.077577304393520808e-04,1.354020528238947425e-03,2.680006630113268784e+00,4.020000461243739664e+00,4.882248784268466632e-06,1.301948673173300777e-05
2.808774357339329981e+02,4.213158003821582156e+02,5.126399792236205474e-04,1.367040014970680433e-03,2.680093858743191504e+00,4.020135381142608821e+00,4.882318032458656497e-06,1.301941023085641073e-05
2.835575295926761896e+02,4.253359357633008244e+02,5.175222972560792039e-04,1.380059425201536844e-03,2.680181062192730224e+00,4.020300901280904782e+00,4.882294195323699619e-06,1.301942673327910298e-05
2.862377106548689198e+02,4.293562366645817292e+02,5.224045914514029035e-04,1.393078851934815947e-03,2.688038372922449071e+00,4.017459923928015542e+00,2.803212745233329278e-07,2.196111551167881024e-05
2.889257490277913689e+02,4.333736965885097447e+02,5.226849127259262364e-04,1.415039967446494757e-03,2.675544796047631735e+00,4.027420195001127468e+00,-5.813537387512222529e-07,2.344154060714750271e-05
2.916012938238390007e+02,4.374011167835108722e+02,5.221035589871750142e-04,1.438481508053642260e-03,2.681802099363324032e+00,4.023106562155305710e+00,-6.816052262455197727e-07,2.355965426438836295e-05
2.942830959232023247e+02,4.414242233456661779e+02,5.214219537609294944e-04,1.462041162318030623e-03,2.682089016637291934e+00,4.023131273871854319e+00,-8.342165473093935898e-07,2.374043750910160601e-05
2.969651849398396166e+02,4.454473546195380322e+02,5.205877372136201008e-04,1.485781599827132229e-03,2.682250801547638730e+00,4.023313916828158199e+00,-9.927390765146221902e-07,2.392781028089639196e-05
2.996474357413872553e+02,4.494706685363661904e+02,5.195949981371054786e-04,1.509709410108028621e-03,9.644059241792319881e-01,1.446645151485768110e+00,-3.819232283271568190e-07,8.635549597363605806e-06
